,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,lon,lat
870,Turkey,2008,TUR,71320728.0,1213760274432.0,24.85,0.348,310.532,-3.046,-0.971,272.427,-3.559,-1.289,3.82,0.224,0.231,4.354,0.256,0.264,122.868,1.723,350.209,4.91,0.289,456.018,6395.883,12709.944,2739.609,3.484,605.586,6537.749,2525.496,65.69,16521.768,0.971,0.135,0.002,71.548,1.003,5.011,4.409,-38.106,-0.534,42.84,0.601,23.83,0.334,86.88,1.218,0.06,4.251,1178.344,2.173,0.968,0.742,0.931,1.752,0.5,0.65,0.445,0.026,0.368,0.958,0.557,1.106,0.036,1.22,-0.821,0.772,1.637,0.528,0.002,0.004,0.007,0.001,314.43,357.38,39.677,12.777,35.243322,38.963745
871,Turkey,2009,TUR,72225648.0,1155016556544.0,27.04,0.374,316.319,5.787,1.864,290.012,17.585,6.455,4.015,0.251,0.243,4.38,0.274,0.265,130.356,1.805,324.565,4.494,0.281,483.057,6712.203,12999.956,2869.966,3.622,676.946,6511.441,2609.236,69.375,16535.234,1.034,0.138,0.002,71.36,0.988,4.991,4.396,-26.308,-0.364,42.41,0.587,26.78,0.371,83.74,1.159,0.051,3.685,1194.268,2.3,1.002,0.792,1.001,1.776,0.512,0.652,0.457,0.026,0.398,0.947,0.562,1.122,0.036,1.241,-0.523,0.761,1.513,0.535,0.002,0.004,0.007,0.001,317.49,360.46,8.246,2.607,35.243322,38.963745
872,Turkey,2010,TUR,73195352.0,1276138618880.0,29.977,0.41,316.036,-0.283,-0.089,270.053,-19.959,-6.882,3.689,0.212,0.214,4.318,0.248,0.251,129.616,1.771,352.06,4.81,0.276,513.034,7028.239,13270.01,2999.582,3.778,748.6,6465.458,2689.759,73.485,17211.76,0.987,0.156,0.002,71.655,0.979,5.061,4.474,-45.983,-0.628,42.38,0.579,26.26,0.359,80.523,1.1,0.056,4.11,1259.821,2.389,0.947,0.707,0.931,1.803,0.523,0.653,0.467,0.027,0.424,0.934,0.566,1.143,0.041,1.157,-0.951,0.709,1.671,0.542,0.002,0.004,0.007,0.001,327.48,370.45,36.024,11.399,35.243322,38.963745
873,Turkey,2011,TUR,74173856.0,1403985592320.0,31.454,0.424,341.862,25.826,8.172,312.587,42.534,15.75,4.214,0.223,0.232,4.609,0.243,0.254,135.242,1.823,385.959,5.203,0.275,544.488,7370.101,13582.596,3134.824,3.929,834.648,6436.183,2773.956,78.256,18146.145,0.959,0.151,0.002,86.048,1.16,5.299,4.494,-29.275,-0.395,44.0,0.593,26.15,0.353,84.197,1.135,0.064,4.771,1345.969,2.33,0.991,0.792,0.918,1.827,0.535,0.656,0.477,0.027,0.457,0.923,0.57,1.168,0.041,1.351,-0.59,0.739,1.736,0.55,0.002,0.004,0.008,0.001,333.37,393.04,44.096,12.899,35.243322,38.963745
874,Turkey,2012,TUR,75277440.0,1441915600896.0,31.372,0.417,355.883,14.02,4.101,326.094,13.507,4.321,4.332,0.226,0.228,4.728,0.247,0.249,141.611,1.881,398.121,5.289,0.276,575.86,7725.984,13908.69,3276.434,4.072,921.742,6406.394,2863.684,84.192,18988.322,0.991,0.144,0.002,87.094,1.157,5.428,4.635,-29.788,-0.396,45.46,0.604,28.31,0.376,89.728,1.192,0.079,5.935,1429.392,2.266,1.017,0.819,0.949,1.847,0.547,0.659,0.488,0.027,0.487,0.913,0.575,1.206,0.038,1.34,-0.617,0.777,2.148,0.559,0.002,0.005,0.008,0.001,348.92,408.59,42.238,11.869,35.243322,38.963745
875,Turkey,2013,TUR,76576120.0,1510231769088.0,33.913,0.443,347.153,-8.73,-2.453,327.367,1.273,0.39,4.275,0.217,0.231,4.533,0.23,0.245,125.422,1.638,387.043,5.054,0.256,609.773,8073.137,14236.058,3401.856,4.218,1008.434,6386.608,2958.041,90.815,18532.307,0.94,0.146,0.002,86.692,1.132,5.216,4.437,-19.786,-0.258,44.42,0.58,30.78,0.402,94.357,1.232,0.086,6.623,1419.132,2.348,0.983,0.819,0.835,1.869,0.558,0.662,0.495,0.028,0.515,0.904,0.58,1.249,0.038,1.325,-0.428,0.812,2.252,0.568,0.002,0.005,0.008,0.001,339.78,399.45,39.89,11.491,35.243322,38.963745
876,Turkey,2014,TUR,78112064.0,1570585313280.0,34.498,0.442,363.866,16.714,4.814,339.867,12.5,3.818,4.351,0.216,0.232,4.658,0.232,0.249,130.305,1.668,399.609,5.116,0.254,644.271,8437.003,14575.925,3532.161,4.364,1101.971,6362.609,3057.038,97.198,18718.596,0.931,0.145,0.002,93.537,1.197,5.437,4.673,-23.999,-0.307,46.62,0.597,30.61,0.392,98.998,1.267,0.082,6.383,1462.148,2.3,1.023,0.839,0.866,1.888,0.569,0.665,0.503,0.028,0.544,0.894,0.586,1.283,0.038,1.406,-0.488,0.848,2.094,0.578,0.003,0.005,0.008,0.001,365.03,424.7,35.743,9.823,35.243322,38.963745
877,Turkey,2015,TUR,79646176.0,1637835079680.0,34.441,0.432,384.33,20.464,5.624,366.34,26.473,7.789,4.6,0.224,0.228,4.825,0.235,0.24,138.794,1.743,412.67,5.181,0.252,678.712,8821.333,14942.266,3670.955,4.518,1198.408,6344.619,3165.681,103.059,20134.787,0.979,0.155,0.002,96.438,1.211,5.424,4.675,-17.99,-0.226,42.51,0.534,31.02,0.389,108.643,1.364,0.074,5.861,1603.659,2.384,1.081,0.895,0.944,1.908,0.581,0.67,0.512,0.028,0.573,0.885,0.593,1.308,0.04,1.421,-0.334,0.911,1.936,0.589,0.003,0.005,0.009,0.001,372.37,432.04,28.339,7.374,35.243322,38.963745
878,Turkey,2016,TUR,81019400.0,1498503446528.0,37.528,0.463,405.305,20.974,5.457,386.288,19.948,5.445,4.768,0.258,0.229,5.003,0.27,0.24,151.631,1.872,419.303,5.175,0.28,716.24,9226.639,15328.554,3822.586,4.676,1290.26,6325.603,3283.528,109.347,20821.398,1.126,0.158,0.002,91.852,1.134,5.665,5.312,-19.016,-0.235,44.56,0.55,33.27,0.411,117.847,1.455,0.078,6.288,1686.937,2.523,1.141,0.964,1.056,1.933,0.594,0.675,0.523,0.029,0.597,0.877,0.602,1.337,0.042,1.317,-0.42,0.98,2.095,0.599,0.003,0.005,0.009,0.001,430.35,459.0,13.998,3.454,35.243322,38.963745
879,Turkey,2017,TUR,82089824.0,1610456629248.0,39.469,0.481,430.22,24.916,6.147,412.853,26.565,6.877,5.029,0.256,0.231,5.241,0.267,0.241,157.938,1.924,442.208,5.387,0.275,755.709,9656.858,15741.406,3980.524,4.833,1395.15,6308.236,3404.294,116.349,21773.727,1.11,0.157,0.002,104.89,1.278,6.102,5.753,-17.367,-0.212,44.98,0.548,32.87,0.4,120.765,1.471,0.085,7.002,1787.401,2.617,1.192,1.021,1.089,1.959,0.607,0.681,0.534,0.029,0.625,0.869,0.61,1.372,0.04,1.468,-0.401,0.986,2.316,0.61,0.003,0.005,0.009,0.001,472.27,500.91,11.987,2.786,35.243322,38.963745
880,Turkey,2018,TUR,82809304.0,1655984226304.0,39.413,0.476,422.569,-7.651,-1.779,407.18,-5.673,-1.374,4.917,0.246,0.23,5.103,0.255,0.239,163.039,1.969,426.939,5.156,0.258,795.122,10079.428,16148.587,4143.563,5.008,1490.631,6292.847,3521.961,123.142,21345.375,1.067,0.174,0.002,95.482,1.153,6.029,5.684,-15.389,-0.186,47.1,0.569,32.69,0.395,117.667,1.421,0.082,6.793,1767.596,2.512,1.147,0.993,1.106,1.981,0.619,0.686,0.545,0.029,0.645,0.862,0.618,1.402,0.042,1.268,-0.368,0.959,2.246,0.62,0.003,0.006,0.01,0.001,470.65,499.29,4.37,1.034,35.243322,38.963745
881,Turkey,2019,TUR,83481688.0,,32.349,0.387,401.72,-20.849,-4.934,387.906,-19.274,-4.733,4.647,,0.211,4.812,,0.219,164.972,1.976,395.553,4.738,,827.471,10481.146,16536.492,4308.535,5.19,1573.772,6279.033,3636.821,129.357,21973.062,,0.183,0.002,83.141,0.996,5.851,5.509,-13.813,-0.165,48.54,0.581,34.75,0.416,114.86,1.376,0.074,6.215,1834.348,2.0,1.083,0.932,1.12,1.982,0.63,0.691,0.556,0.029,0.66,0.855,0.624,1.423,0.042,1.087,-0.303,0.93,2.027,0.629,0.003,0.006,0.01,0.001,459.86,488.47,-6.167,-1.535,35.243322,38.963745
882,Turkey,2020,TUR,84135432.0,,40.813,0.485,413.433,11.713,2.916,401.195,13.289,3.426,4.768,,0.224,4.914,,0.231,158.631,1.885,402.119,4.779,,868.284,10894.58,16937.689,4467.166,5.386,1665.989,6266.795,3752.102,135.654,21266.51,,0.195,0.002,92.217,1.096,,,-12.238,-0.145,,,,,115.281,1.37,0.075,6.297,1789.267,2.492,1.172,1.02,1.119,2.001,0.641,0.696,0.566,0.03,0.677,0.849,0.632,1.445,0.048,1.22,-0.302,1.03,2.125,0.638,0.003,0.006,0.01,0.001,,,-11.314,-2.737,35.243322,38.963745
883,Turkey,2021,TUR,84775408.0,,44.395,0.524,446.204,32.771,7.927,435.469,34.273,8.543,5.137,,0.23,5.263,,0.235,162.562,1.918,,,,912.679,11340.784,17373.158,4629.728,5.581,1780.385,6256.061,3870.462,141.951,22370.41,,0.195,0.002,114.395,1.349,,,-10.736,-0.127,,,,,118.36,1.396,0.074,6.297,1896.461,2.654,1.202,1.06,1.085,2.025,0.653,0.702,0.576,0.03,0.701,0.843,0.639,1.466,0.047,1.444,-0.273,1.0,2.126,0.648,0.003,0.006,0.01,0.001,,,,,35.243322,38.963745
884,United Kingdom,1970,GBR,55650160.0,954756366336.0,8.432,0.152,652.577,24.195,3.85,646.385,25.551,4.116,11.615,0.677,0.253,11.726,0.684,0.256,352.909,6.342,,,,207.089,50847.98,48589.961,47538.27,4.683,49.53,1322.704,3048.409,,45840.711,2.672,2.957,0.053,23.105,0.415,,,-6.192,-0.111,,,,,265.175,4.765,,,2551.043,2.923,4.38,3.315,6.195,4.862,11.979,5.302,16.135,0.183,0.207,0.266,3.092,,1.065,1.29,-0.135,3.899,,4.51,0.006,0.022,0.028,0.001,,,,,-3.435973,55.378051
885,United Kingdom,1971,GBR,55875904.0,975018065920.0,8.749,0.157,660.388,7.811,1.197,653.61,7.225,1.118,11.698,0.67,0.261,11.819,0.677,0.264,341.419,6.11,,,,215.838,51508.367,49243.57,47879.688,8.134,86.756,1315.926,3317.951,,44810.902,2.568,3.451,0.062,37.226,0.666,,,-6.778,-0.121,,,,,269.542,4.824,,,2503.85,2.884,4.259,3.253,5.99,4.731,11.707,5.258,15.942,0.283,0.336,0.263,3.137,,1.074,1.926,-0.148,3.742,,4.457,0.006,0.022,0.029,0.001,,,,,-3.435973,55.378051
886,United Kingdom,1972,GBR,56057324.0,1009534173184.0,8.922,0.159,648.026,-12.362,-1.872,640.442,-13.168,-2.015,11.425,0.634,0.252,11.56,0.642,0.255,293.155,5.23,,,,224.761,52156.395,49884.012,48172.844,12.077,139.415,1308.341,3607.299,,45323.223,2.517,3.942,0.07,52.659,0.939,,,-7.584,-0.135,,,,,289.348,5.162,,,2540.698,2.775,3.993,3.076,5.149,4.602,11.432,5.211,15.741,0.375,0.5,0.259,3.177,,1.137,2.566,-0.165,3.726,,4.4,0.006,0.022,0.029,0.001,,,,,-3.435973,55.378051
887,United Kingdom,1973,GBR,56166632.0,1077433270272.0,9.884,0.176,659.577,11.551,1.782,651.736,11.294,1.764,11.604,0.605,0.244,11.743,0.612,0.247,295.861,5.268,,,,234.644,52815.969,50535.746,48468.707,17.005,196.409,1300.5,3899.21,,47485.191,2.475,4.928,0.088,56.994,1.015,,,-7.841,-0.14,,,,,291.911,5.197,,,2667.083,2.903,3.86,3.027,5.047,4.491,11.159,5.163,15.54,0.469,0.653,0.255,3.202,,1.225,2.586,-0.176,3.549,,4.344,0.006,0.023,0.029,0.001,,,,,-3.435973,55.378051
888,United Kingdom,1974,GBR,56233776.0,1062802292736.0,8.798,0.156,617.184,-42.393,-6.427,609.013,-42.723,-6.555,10.83,0.573,0.24,10.975,0.581,0.244,263.376,4.684,,,,243.443,53433.156,51144.762,48732.078,22.427,264.57,1292.329,4170.635,,45047.289,2.383,5.423,0.096,68.161,1.212,,,-8.171,-0.145,,,,,271.425,4.827,,,2533.179,2.58,3.627,2.854,4.49,4.374,10.897,5.113,15.336,0.559,0.818,0.251,3.211,,1.386,3.017,-0.189,3.348,,4.288,0.006,0.023,0.03,0.001,,,,,-3.435973,55.378051
889,United Kingdom,1975,GBR,56266852.0,1061564055552.0,8.356,0.149,603.247,-13.937,-2.258,595.406,-13.607,-2.234,10.582,0.561,0.249,10.721,0.568,0.253,276.2,4.909,,,,251.799,54036.402,51740.168,49008.281,28.341,335.952,1284.488,4412.03,,42445.047,2.25,5.914,0.105,71.382,1.269,,,-7.841,-0.139,,,,,241.395,4.29,,,2388.249,2.464,3.537,2.779,4.575,4.264,10.65,5.064,15.136,0.651,0.971,0.248,3.199,,1.756,3.165,-0.179,3.003,,4.233,0.006,0.023,0.03,0.001,,,,,-3.435973,55.378051
890,United Kingdom,1976,GBR,56263232.0,1085394059264.0,7.809,0.139,598.526,-4.721,-0.783,590.429,-4.978,-0.836,10.494,0.544,0.242,10.638,0.551,0.246,274.969,4.887,,,,259.608,54634.93,52330.594,49283.246,34.255,409.991,1276.391,4647.828,,43320.625,2.246,5.914,0.105,74.038,1.316,,,-8.097,-0.144,,,,,235.797,4.191,,,2437.358,2.205,3.327,2.648,4.39,4.148,10.399,5.013,14.932,0.722,1.109,0.244,3.173,,1.496,3.102,-0.188,2.761,,4.179,0.006,0.023,0.03,0.001,,,,,-3.435973,55.378051
891,United Kingdom,1977,GBR,56244844.0,1108973453312.0,7.65,0.136,604.362,5.836,0.975,596.338,5.909,1.001,10.603,0.538,0.24,10.745,0.545,0.243,271.09,4.82,,,,267.258,55239.289,52926.93,49554.336,40.626,489.001,1268.367,4888.067,,44145.352,2.239,6.372,0.113,79.01,1.405,,,-8.024,-0.143,,,,,240.24,4.271,,,2482.948,2.063,3.266,2.603,4.224,4.031,10.157,4.961,14.727,0.792,1.24,0.24,3.147,,1.67,3.237,-0.182,2.717,,4.124,0.006,0.024,0.031,0.001,,,,,-3.435973,55.378051
892,United Kingdom,1978,GBR,56240768.0,1148502802432.0,7.881,0.14,604.714,0.352,0.058,596.946,0.608,0.102,10.614,0.52,0.239,10.752,0.527,0.242,259.146,4.608,,,,275.139,55844.004,53523.879,49813.484,49.222,570.524,1260.599,5135.635,,44401.828,2.174,8.596,0.153,81.524,1.45,,,-7.768,-0.138,,,,,247.568,4.402,,,2497.193,1.997,3.17,2.562,3.967,3.917,9.92,4.91,14.523,0.892,1.359,0.237,3.123,,2.203,3.197,-0.184,2.703,,4.073,0.006,0.024,0.031,0.001,,,,,-3.435973,55.378051
893,United Kingdom,1979,GBR,56265152.0,1180113305600.0,7.992,0.142,644.513,39.799,6.582,639.273,42.327,7.091,11.362,0.542,0.245,11.455,0.546,0.247,281.573,5.004,,,,283.13,56488.516,54163.152,50095.055,61.713,659.718,1255.36,5388.899,,46459.285,2.215,12.491,0.222,89.193,1.585,,,-5.24,-0.093,,,,,253.264,4.501,,,2614.039,1.999,3.285,2.7,4.116,3.813,9.696,4.863,14.319,1.05,1.477,0.234,3.102,,3.468,3.317,-0.129,2.73,,4.026,0.006,0.024,0.031,0.001,,,,,-3.435973,55.378051
894,United Kingdom,1980,GBR,56326328.0,1160744140800.0,7.334,0.13,579.035,-65.477,-10.159,570.572,-68.702,-10.747,10.13,0.492,0.24,10.28,0.499,0.243,260.719,4.629,,,,290.465,57067.551,54733.723,50355.777,69.741,748.141,1246.896,5603.43,,42273.758,2.051,8.028,0.143,88.423,1.57,,,-8.464,-0.15,,,,,214.531,3.809,,,2381.125,1.822,2.969,2.419,3.712,3.711,9.478,4.812,14.11,1.126,1.578,0.231,3.067,,2.537,3.206,-0.207,2.397,,3.978,0.006,0.024,0.031,0.001,,,,,-3.435973,55.378051
895,United Kingdom,1981,GBR,56395848.0,1145637961728.0,6.305,0.112,560.555,-18.481,-3.192,551.834,-18.737,-3.284,9.785,0.482,0.238,9.94,0.489,0.242,261.417,4.635,,,,296.769,57628.105,55285.559,50617.191,77.717,837.748,1238.176,5798.679,,41052.523,2.021,7.977,0.141,89.607,1.589,,,-8.72,-0.155,,,,,195.249,3.462,,,2315.192,1.565,2.945,2.355,3.732,3.606,9.278,4.763,13.911,1.208,1.668,0.227,3.032,,3.363,3.207,-0.199,2.284,,3.932,0.006,0.025,0.032,0.001,,,,,-3.435973,55.378051
896,United Kingdom,1982,GBR,56450132.0,1163414863872.0,6.423,0.114,548.24,-12.314,-2.197,538.824,-13.01,-2.358,9.545,0.463,0.236,9.712,0.471,0.24,244.751,4.336,,,,303.192,58176.348,55824.379,50861.945,85.225,931.062,1228.759,5994.924,,40481.203,1.964,7.507,0.133,93.314,1.653,,,-9.416,-0.167,,,,,196.245,3.476,,,2285.169,1.602,2.903,2.313,3.434,3.513,9.09,4.714,13.709,1.278,1.759,0.224,3.004,,3.187,3.417,-0.214,2.352,,3.888,0.006,0.025,0.032,0.001,,,,,-3.435973,55.378051
897,United Kingdom,1983,GBR,56501616.0,1204671086592.0,6.639,0.117,545.485,-2.755,-0.503,537.168,-1.656,-0.307,9.507,0.446,0.234,9.654,0.453,0.238,247.234,4.376,,,,309.831,58721.832,56361.551,51109.18,92.384,1028.23,1220.442,6182.208,,40607.848,1.905,7.159,0.127,97.169,1.72,,,-8.317,-0.147,,,,,187.284,3.315,,,2294.409,1.62,2.87,2.256,3.38,3.427,8.911,4.666,13.51,1.343,1.846,0.22,2.974,,3.364,3.52,-0.173,2.267,,3.844,0.006,0.025,0.032,0.001,,,,,-3.435973,55.378051
898,United Kingdom,1984,GBR,56568252.0,1234772426752.0,6.68,0.118,529.108,-16.377,-3.002,522.916,-14.252,-2.653,9.244,0.423,0.228,9.353,0.429,0.231,177.559,3.139,,,,316.511,59250.941,56884.465,51286.738,98.84,1127.84,1214.25,6421.011,,40542.465,1.857,6.456,0.114,99.61,1.761,,,-6.192,-0.109,,,,,238.803,4.222,,,2293.416,1.599,2.691,2.094,2.315,3.346,8.73,4.614,13.287,1.399,1.921,0.217,2.97,,3.457,3.309,-0.117,2.867,,3.793,0.006,0.025,0.032,0.001,,,,,-3.435973,55.378051
899,United Kingdom,1985,GBR,56643040.0,1278428446720.0,6.612,0.117,559.627,30.519,5.768,551.42,28.504,5.451,9.735,0.431,0.231,9.88,0.438,0.234,234.315,4.137,,,,323.124,59810.566,57435.887,51521.051,103.874,1235.781,1206.042,6626.736,,42206.891,1.87,5.034,0.089,107.941,1.906,,,-8.207,-0.145,,,,,205.725,3.632,,,2390.727,1.564,2.753,2.17,2.851,3.27,8.557,4.565,13.07,1.433,1.998,0.214,2.952,,2.775,3.458,-0.162,2.471,,3.749,0.006,0.026,0.033,0.001,,,,,-3.435973,55.378051
900,United Kingdom,1986,GBR,56721912.0,1334598565888.0,6.65,0.117,568.554,8.927,1.595,560.017,8.597,1.559,9.873,0.42,0.228,10.024,0.426,0.231,248.487,4.381,,,,329.774,60379.121,57995.902,51769.539,107.71,1344.048,1197.505,6828.049,,43317.574,1.841,3.836,0.068,108.267,1.909,,,-8.537,-0.151,,,,,201.314,3.549,,,2457.056,1.51,2.756,2.175,2.981,3.195,8.39,4.517,12.861,1.452,2.072,0.21,2.929,,2.261,3.555,-0.167,2.347,,3.709,0.006,0.026,0.033,0.001,,,,,-3.435973,55.378051
901,United Kingdom,1987,GBR,56826320.0,1398100983808.0,7.096,0.125,571.668,3.114,0.548,582.33,22.313,3.984,10.248,0.417,0.237,10.06,0.409,0.233,259.298,4.563,,,,336.871,60950.789,58578.23,52028.836,111.748,1451.557,1208.167,7021.776,,43165.488,1.754,4.038,0.071,107.509,1.892,,,10.662,0.188,,,,,193.727,3.409,,,2452.936,1.545,2.687,2.207,3.009,3.125,8.227,4.47,12.654,1.474,2.129,0.21,2.905,,2.477,3.253,0.209,2.238,,3.67,0.006,0.026,0.033,0.001,,,,,-3.435973,55.378051
902,United Kingdom,1988,GBR,56952648.0,1467801403392.0,8.188,0.144,570.294,-1.374,-0.24,567.729,-14.601,-2.507,9.968,0.387,0.228,10.013,0.389,0.229,249.779,4.386,,,,345.059,61521.086,59145.961,52278.617,111.748,1557.42,1205.603,7228.239,,43644.805,1.693,0.0,0.0,105.863,1.859,,,-2.565,-0.045,,,,,206.463,3.625,,,2485.687,1.693,2.58,2.09,2.803,3.063,8.063,4.422,12.445,1.439,2.174,0.208,2.883,,0.0,3.054,-0.051,2.301,,3.629,0.006,0.026,0.033,0.001,,,,,-3.435973,55.378051
903,United Kingdom,1989,GBR,57076096.0,1499837497344.0,8.358,0.146,581.576,11.282,1.978,575.824,8.095,1.426,10.089,0.384,0.231,10.189,0.388,0.234,245.895,4.308,,,,353.417,62102.66,59721.785,52524.512,111.748,1662.13,1199.85,7450.851,,43603.059,1.659,0.0,0.0,104.71,1.835,,,-5.752,-0.101,,,,,222.613,3.9,,,2488.692,1.694,2.595,2.111,2.76,3.006,7.907,4.376,12.244,1.412,2.208,0.205,2.867,,0.0,2.877,-0.118,2.438,,3.59,0.006,0.027,0.034,0.001,,,,,-3.435973,55.378051
904,United Kingdom,1990,GBR,57210444.0,1505692221440.0,7.295,0.128,601.945,20.369,3.502,594.8,18.977,3.296,10.397,0.395,0.237,10.522,0.4,0.24,252.69,4.417,669.174,11.697,0.444,360.712,62704.602,60316.586,52777.203,118.535,1775.648,1192.705,7668.651,3.856,43845.027,1.666,6.787,0.119,113.518,1.984,13.046,12.828,-7.145,-0.125,109.01,1.905,58.12,1.016,217.8,3.807,0.067,3.856,2508.394,1.477,2.645,2.152,2.908,2.944,7.759,4.331,12.059,1.448,2.244,0.203,2.85,0.208,2.534,2.961,-0.146,2.355,1.717,3.553,0.006,0.027,0.034,0.001,733.87,746.35,67.229,11.169,-3.435973,55.378051
905,United Kingdom,1991,GBR,57359452.0,1487460892672.0,5.994,0.105,609.413,7.468,1.241,601.095,6.295,1.058,10.479,0.404,0.235,10.624,0.41,0.238,253.623,4.422,676.456,11.793,0.455,366.706,63314.02,60917.684,53030.824,124.796,1897.341,1184.388,7887.042,7.308,44652.043,1.722,6.26,0.109,121.693,2.122,13.165,12.948,-8.317,-0.145,109.44,1.908,57.22,0.998,218.39,3.807,0.06,3.452,2561.217,1.181,2.622,2.147,2.948,2.874,7.615,4.288,11.883,1.474,2.285,0.2,2.829,0.353,2.212,3.113,-0.175,2.246,1.591,3.518,0.006,0.027,0.034,0.001,742.68,755.15,67.043,11.001,-3.435973,55.378051
906,United Kingdom,1992,GBR,57509240.0,1491383222272.0,5.456,0.095,593.846,-15.567,-2.554,573.364,-27.731,-4.613,9.97,0.384,0.225,10.326,0.398,0.233,237.747,4.134,692.759,12.046,0.465,372.163,63907.863,61491.043,53268.57,131.24,2019.637,1163.906,8105.488,10.764,44259.449,1.707,6.444,0.112,122.296,2.127,12.82,12.604,-20.482,-0.356,109.68,1.907,51.99,0.904,218.447,3.798,0.06,3.456,2545.327,1.032,2.63,2.087,2.831,2.801,7.483,4.247,11.716,1.505,2.322,0.194,2.814,0.471,2.573,3.09,-0.419,2.368,1.59,3.486,0.006,0.028,0.035,0.001,724.82,737.29,98.913,16.656,-3.435973,55.378051
907,United Kingdom,1993,GBR,57647464.0,1527375331328.0,5.525,0.096,579.613,-14.233,-2.397,560.633,-12.731,-2.22,9.725,0.367,0.218,10.054,0.379,0.225,207.686,3.603,657.614,11.408,0.431,377.688,64487.473,62051.676,53476.258,137.875,2157.228,1144.927,8324.651,13.776,44663.285,1.686,6.636,0.115,137.591,2.387,12.468,12.252,-18.98,-0.329,110.84,1.923,47.97,0.832,219.163,3.802,0.052,3.012,2574.725,1.002,2.541,2.025,2.443,2.729,7.355,4.205,11.546,1.538,2.369,0.19,2.8,0.55,2.719,3.383,-0.389,2.374,1.391,3.453,0.006,0.028,0.035,0.001,706.27,718.74,78.001,13.457,-3.435973,55.378051
908,United Kingdom,1994,GBR,57785900.0,1585210327040.0,6.368,0.11,574.017,-5.596,-0.965,559.361,-1.272,-0.227,9.68,0.353,0.22,9.934,0.362,0.226,195.376,3.381,649.833,11.246,0.41,384.056,65061.492,62611.039,53671.633,145.301,2302.683,1130.271,8540.388,17.432,44021.516,1.605,7.426,0.129,145.455,2.517,12.39,12.174,-14.656,-0.254,112.58,1.948,48.55,0.84,215.736,3.733,0.063,3.656,2543.823,1.082,2.499,1.979,2.285,2.662,7.231,4.163,11.378,1.578,2.42,0.186,2.786,0.641,2.994,3.546,-0.277,2.328,1.688,3.419,0.006,0.028,0.035,0.001,703.47,715.94,75.816,13.208,-3.435973,55.378051
909,United Kingdom,1995,GBR,57930364.0,1623418994688.0,6.285,0.108,566.159,-7.858,-1.369,562.678,3.317,0.593,9.713,0.347,0.22,9.773,0.349,0.222,181.699,3.137,645.625,11.145,0.398,390.34,65627.648,63173.719,53853.332,153.642,2456.937,1126.79,8751.982,21.417,44062.301,1.572,8.341,0.144,154.254,2.663,12.222,12.007,-3.481,-0.06,113.29,1.956,46.85,0.809,211.595,3.653,0.069,3.985,2552.545,1.01,2.413,1.957,2.066,2.594,7.108,4.122,11.207,1.625,2.472,0.184,2.77,0.728,3.405,3.664,-0.066,2.26,1.783,3.386,0.006,0.028,0.035,0.001,695.56,708.04,79.466,14.036,-3.435973,55.378051
910,United Kingdom,1996,GBR,58078584.0,1663252430848.0,6.416,0.11,586.761,20.602,3.639,589.729,27.05,4.807,10.154,0.355,0.22,10.103,0.353,0.219,173.072,2.98,674.074,11.606,0.405,396.757,66214.414,63763.445,54026.402,162.349,2634.479,1129.758,8968.875,25.548,46080.582,1.609,8.707,0.15,177.543,3.057,12.562,12.347,2.968,0.051,114.04,1.964,47.71,0.821,216.892,3.734,0.071,4.131,2676.295,1.01,2.429,2.003,1.92,2.529,6.989,4.082,11.036,1.673,2.539,0.182,2.755,0.807,3.523,4.039,0.056,2.249,1.862,3.354,0.006,0.029,0.036,0.001,717.08,729.56,87.313,14.88,-3.435973,55.378051
