,country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share,lon,lat
368,India,1974,IND,609721920.0,796992012288.0,6.501,0.011,215.853,6.758,3.232,537.333,-30.871,-5.433,0.881,0.674,0.594,0.354,0.271,0.239,145.639,0.239,,,,122.144,5192.677,39082.297,4223.204,13.55,8.618,36678.289,825.162,,1482.623,1.134,1.726,0.003,1.359,0.002,,,321.479,0.527,,,,,60.628,0.099,,,903.988,1.906,1.268,2.518,2.483,2.195,1.059,3.907,1.329,0.338,0.027,7.13,0.635,,0.441,0.06,7.44,0.748,,4.202,0.015,0.011,0.029,0.003,,,,,78.96288,20.593684
369,India,1975,IND,623524224.0,868009967616.0,7.288,0.012,234.209,18.356,8.504,492.265,-45.068,-8.387,0.789,0.567,0.506,0.376,0.27,0.241,161.338,0.259,,,,129.432,5426.886,39574.562,4384.542,15.561,10.351,36936.344,887.0,,1558.899,1.12,2.012,0.003,1.733,0.003,,,258.056,0.414,,,,,61.838,0.099,,,972.011,2.149,1.373,2.298,2.672,2.192,1.07,3.874,1.354,0.358,0.03,7.12,0.643,,0.597,0.077,5.905,0.769,,4.186,0.016,0.011,0.03,0.003,,,,,78.96288,20.593684
370,India,1976,IND,637451456.0,878540029952.0,8.279,0.013,244.75,10.54,4.5,449.567,-42.698,-8.674,0.705,0.512,0.441,0.384,0.279,0.24,168.921,0.265,,,,137.711,5671.636,40024.129,4553.463,17.378,12.645,37141.164,950.439,,1599.266,1.16,1.817,0.003,2.294,0.004,,,204.818,0.321,,,,,63.438,0.1,,,1019.454,2.338,1.36,2.016,2.697,2.2,1.08,3.834,1.38,0.366,0.034,7.1,0.649,,0.46,0.096,4.758,0.743,,4.166,0.016,0.011,0.03,0.003,,,,,78.96288,20.593684
371,India,1977,IND,651685632.0,947196002304.0,8.322,0.013,258.962,14.212,5.807,675.266,225.699,50.204,1.036,0.713,0.626,0.397,0.273,0.24,177.51,0.272,,,,146.034,5930.598,40699.391,4730.973,19.471,15.125,37557.465,1018.996,,1654.663,1.138,2.092,0.003,2.481,0.004,,,416.304,0.639,,,,,68.557,0.105,,,1078.32,2.244,1.4,2.947,2.766,2.203,1.09,3.815,1.406,0.38,0.038,7.12,0.656,,0.548,0.102,9.446,0.775,,4.151,0.016,0.012,0.031,0.003,,,,,78.96288,20.593684
372,India,1978,IND,666267776.0,997920014336.0,8.421,0.013,263.15,4.188,1.617,542.053,-133.212,-19.727,0.814,0.543,0.484,0.395,0.264,0.235,174.689,0.262,,,,154.455,6193.748,41241.449,4905.662,21.453,17.866,37836.371,1094.313,,1682.466,1.123,1.982,0.003,2.741,0.004,,,278.904,0.419,,,,,75.317,0.113,,,1120.973,2.134,1.379,2.326,2.674,2.199,1.1,3.783,1.43,0.389,0.043,7.116,0.665,,0.508,0.107,6.604,0.822,,4.134,0.017,0.012,0.031,0.003,,,,,78.96288,20.593684
373,India,1979,IND,681248384.0,947528007680.0,7.752,0.011,276.285,13.135,4.992,471.43,-70.624,-13.029,0.692,0.498,0.399,0.406,0.292,0.234,180.623,0.265,,,,162.207,6470.032,41712.879,5086.284,23.67,20.896,38031.516,1176.976,,1736.458,1.248,2.217,0.003,3.03,0.004,,,195.145,0.286,,,,,82.664,0.121,,,1182.959,1.939,1.408,1.991,2.641,2.185,1.111,3.745,1.454,0.403,0.047,7.098,0.677,,0.616,0.113,4.807,0.891,,4.114,0.017,0.012,0.032,0.003,,,,,78.96288,20.593684
374,India,1980,IND,696828352.0,1015104995328.0,7.545,0.011,291.711,15.426,5.584,500.449,29.02,6.156,0.718,0.493,0.411,0.419,0.287,0.239,197.337,0.283,,,,169.751,6761.744,42213.328,5283.622,24.835,23.384,38240.25,1260.153,,1748.779,1.2,1.165,0.002,2.488,0.004,,,208.738,0.3,,,,,83.176,0.119,,,1218.599,1.874,1.496,2.122,2.809,2.169,1.123,3.711,1.481,0.401,0.049,7.083,0.69,,0.368,0.09,5.11,0.929,,4.099,0.017,0.012,0.032,0.003,,,,,78.96288,20.593684
375,India,1981,IND,712869312.0,1077444018176.0,8.888,0.012,314.966,23.255,7.972,553.969,53.52,10.694,0.777,0.514,0.411,0.442,0.292,0.233,210.305,0.295,,,,178.639,7076.71,42767.293,5493.927,28.011,26.267,38479.254,1349.866,,1892.752,1.252,3.177,0.004,2.884,0.004,,,239.003,0.335,,,,,89.713,0.126,,,1349.285,2.207,1.655,2.365,3.002,2.171,1.139,3.684,1.51,0.436,0.052,7.07,0.706,,1.339,0.103,5.442,1.049,,4.091,0.018,0.012,0.033,0.003,,,,,78.96288,20.593684
376,India,1982,IND,729169472.0,1111560028160.0,9.676,0.013,325.38,10.414,3.306,485.68,-68.289,-12.327,0.666,0.437,0.364,0.446,0.293,0.244,213.123,0.292,,,,188.315,7402.09,43252.973,5707.05,31.826,30.627,38639.555,1444.272,,1832.289,1.202,3.814,0.005,4.36,0.006,,,160.3,0.22,,,,,94.407,0.129,,,1336.049,2.413,1.723,2.085,2.991,2.182,1.157,3.653,1.538,0.477,0.058,7.042,0.724,,1.619,0.16,3.636,1.131,,4.083,0.018,0.013,0.034,0.003,,,,,78.96288,20.593684
377,India,1983,IND,745826560.0,1202349015040.0,10.951,0.015,352.199,26.819,8.242,685.0,199.32,41.039,0.918,0.57,0.488,0.472,0.293,0.251,232.519,0.312,,,,199.266,7754.29,43937.977,5939.57,36.142,35.871,38972.355,1543.442,,1883.883,1.169,4.316,0.006,5.243,0.007,,,332.801,0.446,,,,,99.17,0.133,,,1405.05,2.672,1.853,2.877,3.179,2.204,1.177,3.637,1.57,0.525,0.064,7.041,0.743,,2.028,0.19,6.926,1.2,,4.086,0.018,0.013,0.034,0.003,,,,,78.96288,20.593684
378,India,1984,IND,762895168.0,1248909983744.0,12.593,0.017,361.56,9.361,2.658,577.04,-107.961,-15.761,0.756,0.462,0.384,0.474,0.29,0.241,231.493,0.303,,,,211.858,8115.85,44515.016,6171.063,41.341,42.041,39187.836,1649.547,,1967.398,1.202,5.199,0.007,6.17,0.008,,,215.48,0.282,,,,,106.105,0.139,,,1500.919,3.015,1.839,2.311,3.019,2.24,1.196,3.611,1.599,0.585,0.072,7.013,0.763,,2.784,0.205,4.061,1.274,,4.086,0.019,0.013,0.035,0.003,,,,,78.96288,20.593684
379,India,1985,IND,780242112.0,1298600034304.0,14.39,0.018,397.592,36.033,9.966,579.62,2.58,0.447,0.743,0.446,0.366,0.51,0.306,0.251,253.289,0.325,,,,226.248,8513.442,45094.633,6424.352,47.295,49.24,39369.863,1766.307,,2030.476,1.22,5.954,0.008,7.2,0.009,,,182.028,0.233,,,,,116.76,0.15,,,1584.263,3.404,1.956,2.281,3.082,2.29,1.218,3.584,1.63,0.653,0.08,6.982,0.787,,3.281,0.231,3.583,1.402,,4.087,0.019,0.013,0.036,0.003,,,,,78.96288,20.593684
380,India,1986,IND,797878976.0,1353105014784.0,16.006,0.02,426.31,28.717,7.223,647.505,67.885,11.712,0.812,0.479,0.382,0.534,0.315,0.251,273.172,0.342,,,,242.254,8939.751,45742.141,6697.523,52.26,59.551,39591.059,1888.164,,2125.123,1.253,4.965,0.006,10.31,0.013,,,221.196,0.277,,,,,121.857,0.153,,,1695.591,3.635,2.067,2.515,3.277,2.347,1.242,3.562,1.664,0.705,0.092,6.958,0.81,,2.926,0.339,4.323,1.421,,4.094,0.02,0.014,0.036,0.003,,,,,78.96288,20.593684
381,India,1987,IND,815716160.0,1412883939328.0,16.412,0.02,455.343,29.034,6.81,610.954,-36.552,-5.645,0.749,0.432,0.339,0.558,0.322,0.253,291.856,0.358,,,,258.665,9395.096,46353.094,6989.379,58.888,72.327,39746.672,2015.835,,2210.148,1.276,6.628,0.008,12.776,0.016,,,155.61,0.191,,,,,127.671,0.157,,,1802.854,3.574,2.14,2.315,3.387,2.399,1.268,3.537,1.7,0.777,0.106,6.923,0.834,,4.066,0.387,3.043,1.475,,4.099,0.02,0.014,0.037,0.003,,,,,78.96288,20.593684
